city_ascii_wc,parameter,value_mean_mean,value_median_median,value_std_mean,value_min_min,value_max_max,value_count_sum,annee_debut,annee_fin,nb_annees,inclut_covid,population_wc_first,lat_wc_first,lon_wc_first,country_iso3_wc_first,country_iso2_wc_first,country_name_first,region_first,income_level_first,acces_eau_potable_pct_mean,agriculture_pct_pib_mean,consommation_privee_mean,croissance_pib_mean,croissance_urbaine_mean,densite_population_mean,eau_douce_km3_mean,electricite_charbon_pct_mean,electricite_par_habitant_mean,energie_par_habitant_mean,energie_renouvelable_pct_mean,esperance_vie_mean,foret_pct_mean,indice_gini_mean,industrie_pct_pib_mean,passagers_aeriens_mean,pertes_electricite_pct_mean,pib_par_habitant_mean,pib_total_mean,pop_urbaine_pct_mean,population_totale_mean,scolarisation_secondaire_pct_mean,services_pct_pib_mean,superficie_km2_mean,voies_ferrees_km_mean,intensite_energetique_mean,ratio_charbon_renouvelables_mean,secteur_secondaire_pct_mean,niveau_developpement_first,niveau_urbanisation_first,mix_energetique_first,taille_ville_first,periode,robustesse,controle_covid,mesures_par_jour,qualite_donnees,coeff_variation
Kowloon,pm10,24.947283207250404,20.0,17.08956030088039,0.0,203.3,57789,2019,2023,5,1,2108419.0,22.3167,114.1833,HKG,HK,"Hong Kong SAR, China",East Asia & Pacific,High income,95.19927375677,0.0675336280056834,29407.514355208503,-0.44454604262600006,0.22283684058041286,7101.75238095238,,42.0716907576351,6338.699665919815,1692.5200127902576,0.3,85.01863414634145,,,6.190978670636124,16447505.6,4.612243795725393,48725.4005857972,363338884913.9836,100.0,7456840.0,102.9662231863635,90.30946813722186,1050.0,230.1,0.0350933121547357,34.76816015270145,6.258512298641807,Élevé,Très urbain,Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,31.647864184008764,Élevée,0.6847524291392284
Kowloon,pm25,16.251953038305494,12.7,11.738023793859176,0.0,145.3,56142,2019,2023,5,1,2108419.0,22.3167,114.1833,HKG,HK,"Hong Kong SAR, China",East Asia & Pacific,High income,95.19927375677,0.0675336280056834,29407.514355208503,-0.44454604262600006,0.22283684058041286,7101.75238095238,,42.0716907576351,6338.699665919815,1692.5200127902576,0.3,85.01863414634145,,,6.190978670636124,16447505.6,4.612243795725393,48725.4005857972,363338884913.9836,100.0,7456840.0,102.9662231863635,90.30946813722186,1050.0,230.1,0.0350933121547357,34.76816015270145,6.258512298641807,Élevé,Très urbain,Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,30.745892661555313,Élevée,0.7218089835956312
Kowloon,so2,3.9491858637492925,3.1,2.3935010394501646,0.0,31.1,28466,2019,2023,5,1,2108419.0,22.3167,114.1833,HKG,HK,"Hong Kong SAR, China",East Asia & Pacific,High income,95.19927375677,0.0675336280056834,29407.514355208503,-0.44454604262600006,0.22283684058041286,7101.75238095238,,42.0716907576351,6338.699665919815,1692.5200127902576,0.3,85.01863414634145,,,6.190978670636124,16447505.6,4.612243795725393,48725.4005857972,363338884913.9836,100.0,7456840.0,102.9662231863635,90.30946813722186,1050.0,230.1,0.0350933121547357,34.76816015270145,6.258512298641807,Élevé,Très urbain,Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,15.589266155531217,Élevée,0.604543742531843
Krakow,pm10,29.525897993744316,23.6286,21.92692804687585,0.26324,387.393,30689,2019,2023,5,1,804237.0,50.0614,19.9372,POL,PL,Poland,Europe & Central Asia,High income,98.95723586697552,2.5511410247619084,9394.25482959235,2.9954279633930923,-0.7456072259291255,121.4948097798812,9.07574475,69.09888517942797,4445.845787414982,2765.87073120752,15.633333333333335,77.06390243902437,31.01521608232174,28.639999999999997,28.89126689678552,6485586.0,5.782121298078196,18339.48824114378,681165380597.0781,59.87271775662266,37194376.8,109.9455139160154,57.159167372104186,306140.0,18589.666666666668,0.15314483054087236,4.31084080471092,31.44240792154743,Moyen-Élevé,Semi-urbain,Mixte-Fossile,Petite,2019-2023,Maximale (5 ans),OUI,16.806681270536693,Élevée,0.7423823054751868
Krakow,pm25,22.60475559189651,15.56245,21.070883879797808,3.0,337.701,8194,2019,2019,1,0,804237.0,50.0614,19.9372,POL,PL,Poland,Europe & Central Asia,High income,98.9575340330854,2.37029744646443,8923.43262932892,4.58045817256199,-0.175592886007763,124.025595374212,8.983979,73.4511061785009,4363.43809737663,2761.07246212926,15.6,77.9048780487805,30.939858220901,28.8,28.8315242170352,10225516.0,5.45832621899163,15874.5220531254,602683770144.88,59.9626184068963,37965475.0,109.753303527832,56.8247340346225,306110.0,18538.0,0.1739201049823549,4.424765432439813,31.20182166349963,Moyen-Élevé,Semi-urbain,Mixte-Fossile,Petite,2019-2023,Maximale (5 ans),OUI,4.4874041621029575,Moyenne,0.9317316649377403
Krakow,so2,6.086452947743383,5.52382,3.9701207678514363,0.0,319.353,34687,2019,2023,5,1,804237.0,50.0614,19.9372,POL,PL,Poland,Europe & Central Asia,High income,98.95723586697552,2.5511410247619084,9394.25482959235,2.9954279633930923,-0.7456072259291255,121.4948097798812,9.07574475,69.09888517942797,4445.845787414982,2765.87073120752,15.633333333333335,77.06390243902437,31.01521608232174,28.639999999999997,28.89126689678552,6485586.0,5.782121298078196,18339.48824114378,681165380597.0781,59.87271775662266,37194376.8,109.9455139160154,57.159167372104186,306140.0,18589.666666666668,0.15314483054087236,4.31084080471092,31.44240792154743,Moyen-Élevé,Semi-urbain,Mixte-Fossile,Petite,2019-2023,Maximale (5 ans),OUI,18.99616648411829,Élevée,0.6512181430549688
Kuwait City,pm25,46.089360971542476,37.0,42.106580194165545,0.0,931.0,36325,2019,2023,5,1,2989000.0,29.3697,47.9783,KWT,KW,Kuwait,"Middle East, North Africa, Afghanistan & Pakistan",High income,100.0,0.44219629648809755,11289.32403188676,0.842018562951664,2.31229764520329,254.16959595959602,0.7701,0.0,16077.570057257275,8731.228215931367,0.10000000000000002,80.64858536585368,0.350729517396184,,58.10942507781901,5644428.2,8.927127993683243,33004.040341006556,149827798153.0998,100.0,4529302.2,,54.389598410659666,17820.0,,0.27380848846641187,0.0,58.55162137430712,Moyen-Élevé,Très urbain,Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,19.893209200438115,Élevée,0.9133875027065623
Lahore,pm10,477.9240926064227,460.845,238.94871259823,60.81,1765.78,2678,2023,2023,1,0,12306000.0,31.5497,74.3436,PAK,PK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,71.8243245387853,23.426703596366,1488.72539482437,-0.414935997088406,2.70213707923703,321.067474833956,,,,,,67.649,4.67242631797426,,20.718694602313,7153419.0,,1360.32417758419,336686348609.266,38.8191861872791,247504495.0,42.2911451386891,50.9693352713894,770880.0,,,,44.14539819867901,Faible,Rural,,Mégapole,2019-2023,Maximale (5 ans),OUI,1.4665936473165389,Moyenne,0.4999616396794768
Lahore,pm25,119.97825386276527,76.0,115.14393976343413,0.0,943.0,29590,2019,2023,5,1,12306000.0,31.5497,74.3436,PAK,PK,Pakistan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,69.48591097078888,22.18961604984574,1414.051879319132,2.4201212233041947,2.832537924241224,310.4207160647572,182.54000000000002,17.7359144221601,543.6809093562825,455.37976578038376,43.4,66.6538,4.7796803652968,,19.63621129673052,6028278.6197999995,15.3281792602363,1404.556095297912,336285674861.9516,37.94875043663296,239297121.6,40.42948897567997,52.50537986626525,770880.0,7791.0,0.3225736350544804,0.4129339069249362,41.82582734657626,Faible,Rural,Mixte-Renouvelable,Mégapole,2019-2023,Maximale (5 ans),OUI,16.204819277108435,Élevée,0.959626763925811
Lima,co,1409.2603534460918,1626.675,876.9567754131896,11.5,24644.5,16416,2020,2023,4,1,10320000.0,-12.06,-77.0375,PER,PE,Peru,Latin America & Caribbean ,Upper middle income,77.47426896905904,7.31329403496564,4262.586194957197,1.2087772477703833,1.552946837430635,26.03818671875,29.67866666666667,0.26219541768755134,1511.0721578532432,756.168879584256,31.1,75.0005,56.30556060546875,41.2,33.73963376614395,11812754.38075,11.644145492429468,7049.425070612962,235190688090.42773,84.15553415657342,33328879.0,104.1786766052245,50.950647460974054,1280000.0,,0.11155541203287633,0.0078429378436658,41.05292780110959,Moyen-Faible,Urbain,Mixte-Renouvelable,Mégapole,2019-2023,Maximale (5 ans),OUI,8.99014238773275,Moyenne,0.6222771757518104
Lima,pm10,87.24770833333334,75.245,39.99784743716396,39.89,264.49,144,2021,2021,1,0,10320000.0,-12.06,-77.0375,PER,PE,Peru,Latin America & Caribbean ,Upper middle income,77.2143581209312,7.12266347558469,4330.01716008562,13.3626240903125,1.46469584459603,25.9030328125,24.567,0.236706988077626,1531.64376685862,775.134628731113,30.6,71.596,56.373072890625,40.1,35.7383343144165,9053965.0,11.6874075363328,6826.20255614477,226328766459.634,83.9480118272361,33155882.0,101.589141845703,48.7058242179895,1280000.0,,0.1135361991030219,0.0074907274708109,42.86099779000119,Moyen-Faible,Urbain,Mixte-Renouvelable,Mégapole,2019-2023,Maximale (5 ans),OUI,0.07886089813800658,Faible,0.45838755338804116
Lima,pm25,27.545936706148638,23.9875,14.306230388883142,0.0,161.3,18919,2020,2023,4,1,10320000.0,-12.06,-77.0375,PER,PE,Peru,Latin America & Caribbean ,Upper middle income,77.47426896905904,7.31329403496564,4262.586194957197,1.2087772477703833,1.552946837430635,26.03818671875,29.67866666666667,0.26219541768755134,1511.0721578532432,756.168879584256,31.1,75.0005,56.30556060546875,41.2,33.73963376614395,11812754.38075,11.644145492429468,7049.425070612962,235190688090.42773,84.15553415657342,33328879.0,104.1786766052245,50.950647460974054,1280000.0,,0.11155541203287633,0.0078429378436658,41.05292780110959,Moyen-Faible,Urbain,Mixte-Renouvelable,Mégapole,2019-2023,Maximale (5 ans),OUI,10.360898138006572,Élevée,0.5191705345182822
Lisbon,co,154.84638266520847,145.0,81.29854630778544,0.0,3103.0,19661,2019,2023,4,0,548703.0,38.7122,-9.134,PRT,PT,Portugal,Europe & Central Asia,High income,99.65095017287226,2.051153053070255,14085.511533514125,4.597565378293777,0.7169421274038008,113.69556009676275,6.12953,5.9883844125454,5037.52865379642,1965.3750206957325,30.25,81.74146341463418,36.154994891142,34.4,18.8285141820036,16014445.0555,9.777587995572922,25077.487993977476,261348581819.50525,61.13521075522932,10415150.0,119.94436454772975,65.7851330550252,91605.6,2526.6009999999997,0.07887362778314568,0.20177320129550189,20.879667235073853,Moyen-Élevé,Semi-urbain,Mixte-Fossile,Petite,2019-2023,Maximale (5 ans),OUI,10.76725082146769,Élevée,0.5249931898741863
Lisbon,no2,18.65633668749038,12.9,16.951185557794375,0.0,329.7,70326,2019,2023,5,1,548703.0,38.7122,-9.134,PRT,PT,Portugal,Europe & Central Asia,High income,99.65134457592389,2.06910182749706,13887.658340833219,2.037125983986248,0.5910853487712502,113.437783279625,6.12953,5.476235827135973,5001.812889533466,1963.7611169425738,30.599999999999998,81.65902439024391,36.154994891142,34.46,18.9417180140477,14055462.256599998,9.518064970481474,24521.871276425438,255002620140.11963,61.12901993955728,10391536.2,119.6920654296878,65.74149801878906,91605.6,2526.450333333333,0.08065289332260847,0.18045910691441222,21.01081984154476,Moyen-Élevé,Semi-urbain,Mixte-Fossile,Petite,2019-2023,Maximale (5 ans),OUI,38.513691128148956,Élevée,0.9081152794781929
Lisbon,o3,54.083018277516814,55.0,23.74867498914504,0.0,195.0,35789,2019,2023,5,1,548703.0,38.7122,-9.134,PRT,PT,Portugal,Europe & Central Asia,High income,99.65134457592389,2.06910182749706,13887.658340833219,2.037125983986248,0.5910853487712502,113.437783279625,6.12953,5.476235827135973,5001.812889533466,1963.7611169425738,30.599999999999998,81.65902439024391,36.154994891142,34.46,18.9417180140477,14055462.256599998,9.518064970481474,24521.871276425438,255002620140.11963,61.12901993955728,10391536.2,119.6920654296878,65.74149801878906,91605.6,2526.450333333333,0.08065289332260847,0.18045910691441222,21.01081984154476,Moyen-Élevé,Semi-urbain,Mixte-Fossile,Petite,2019-2023,Maximale (5 ans),OUI,19.599671412924426,Élevée,0.4390340148391373
Lisbon,pm10,15.161127255723647,14.8,13.493699930191866,0.0,874.4,23387,2019,2023,5,1,548703.0,38.7122,-9.134,PRT,PT,Portugal,Europe & Central Asia,High income,99.65134457592389,2.06910182749706,13887.658340833219,2.037125983986248,0.5910853487712502,113.437783279625,6.12953,5.476235827135973,5001.812889533466,1963.7611169425738,30.599999999999998,81.65902439024391,36.154994891142,34.46,18.9417180140477,14055462.256599998,9.518064970481474,24521.871276425438,255002620140.11963,61.12901993955728,10391536.2,119.6920654296878,65.74149801878906,91605.6,2526.450333333333,0.08065289332260847,0.18045910691441222,21.01081984154476,Moyen-Élevé,Semi-urbain,Mixte-Fossile,Petite,2019-2023,Maximale (5 ans),OUI,12.807776560788609,Élevée,0.8894329144263862
London,no2,26.09293829106025,20.0,17.740217817145982,0.0,177.9,81028,2019,2023,5,1,11262000.0,51.5072,-0.1275,GBR,GB,United Kingdom,Europe & Central Asia,High income,99.10588350297122,0.657637547012113,28887.55928022188,1.0345736278313853,0.8262275516104687,278.142437895259,8.419,2.1695171710861922,4478.044111382568,2318.524704751648,12.4,80.91950243902438,13.22117050386476,32.6,17.36318610117888,82823297.8,8.834338730186031,45732.86218293194,3079262350300.062,82.95883566820366,67291000.0,114.198812866211,72.03224243970368,241930.0,16274.853333333333,0.051085038707455344,0.1787522652730885,18.02082364819099,Élevé,Urbain,Mixte-Fossile,Mégapole,2019-2023,Maximale (5 ans),OUI,44.37458926615553,Élevée,0.6796253210781892
London,o3,44.84031748660084,47.0,22.906898895301033,0.0,174.0,30320,2019,2023,5,1,11262000.0,51.5072,-0.1275,GBR,GB,United Kingdom,Europe & Central Asia,High income,99.10588350297122,0.657637547012113,28887.55928022188,1.0345736278313853,0.8262275516104687,278.142437895259,8.419,2.1695171710861922,4478.044111382568,2318.524704751648,12.4,80.91950243902438,13.22117050386476,32.6,17.36318610117888,82823297.8,8.834338730186031,45732.86218293194,3079262350300.062,82.95883566820366,67291000.0,114.198812866211,72.03224243970368,241930.0,16274.853333333333,0.051085038707455344,0.1787522652730885,18.02082364819099,Élevé,Urbain,Mixte-Fossile,Mégapole,2019-2023,Maximale (5 ans),OUI,16.60460021905805,Élevée,0.5107410644784073
London,pm10,13.649285164861663,11.0,8.437357758425364,0.0,226.5,45267,2019,2023,5,1,11262000.0,51.5072,-0.1275,GBR,GB,United Kingdom,Europe & Central Asia,High income,99.10588350297122,0.657637547012113,28887.55928022188,1.0345736278313853,0.8262275516104687,278.142437895259,8.419,2.1695171710861922,4478.044111382568,2318.524704751648,12.4,80.91950243902438,13.22117050386476,32.6,17.36318610117888,82823297.8,8.834338730186031,45732.86218293194,3079262350300.062,82.95883566820366,67291000.0,114.198812866211,72.03224243970368,241930.0,16274.853333333333,0.051085038707455344,0.1787522652730885,18.02082364819099,Élevé,Urbain,Mixte-Fossile,Mégapole,2019-2023,Maximale (5 ans),OUI,24.790251916757942,Élevée,0.6177012674228634
Madrid,co,301.5754376156964,300.0,226.57831856477372,0.0,3400.0,17656,2019,2023,5,1,6211000.0,40.4169,-3.7033,ESP,ES,Spain,Europe & Central Asia,High income,99.91886039669359,2.6097188750790523,15336.4244282825,1.3070854334923698,0.8032970424579167,95.28997863288538,29.068625,2.834791345744608,5208.416221022371,2400.5041698055343,18.333333333333332,83.25170731707318,37.17863207939672,34.019999999999996,20.318975169223158,66648882.531799994,9.139550733003471,30326.53321388234,1444571553127.286,79.83970766592157,47612075.2,118.4769256591796,68.08225572387383,499654.2012,15843.0,0.07951359592483635,0.1712381932519936,22.928694044302212,Moyen-Élevé,Urbain,Mixte-Fossile,Grande,2019-2023,Maximale (5 ans),OUI,9.669222343921138,Moyenne,0.7512906470421077
Madrid,no2,30.913761549141192,28.0,26.078212361259375,0.0,245.0,59530,2019,2023,5,1,6211000.0,40.4169,-3.7033,ESP,ES,Spain,Europe & Central Asia,High income,99.91886039669359,2.6097188750790523,15336.4244282825,1.3070854334923698,0.8032970424579167,95.28997863288538,29.068625,2.834791345744608,5208.416221022371,2400.5041698055343,18.333333333333332,83.25170731707318,37.17863207939672,34.019999999999996,20.318975169223158,66648882.531799994,9.139550733003471,30326.53321388234,1444571553127.286,79.83970766592157,47612075.2,118.4769256591796,68.08225572387383,499654.2012,15843.0,0.07951359592483635,0.1712381932519936,22.928694044302212,Moyen-Élevé,Urbain,Mixte-Fossile,Grande,2019-2023,Maximale (5 ans),OUI,32.6013143483023,Élevée,0.8433066048520094
Madrid,pm10,20.038230444346368,17.0,20.882969561810768,0.0,504.0,21721,2019,2023,5,1,6211000.0,40.4169,-3.7033,ESP,ES,Spain,Europe & Central Asia,High income,99.91886039669359,2.6097188750790523,15336.4244282825,1.3070854334923698,0.8032970424579167,95.28997863288538,29.068625,2.834791345744608,5208.416221022371,2400.5041698055343,18.333333333333332,83.25170731707318,37.17863207939672,34.019999999999996,20.318975169223158,66648882.531799994,9.139550733003471,30326.53321388234,1444571553127.286,79.83970766592157,47612075.2,118.4769256591796,68.08225572387383,499654.2012,15843.0,0.07951359592483635,0.1712381932519936,22.928694044302212,Moyen-Élevé,Urbain,Mixte-Fossile,Grande,2019-2023,Maximale (5 ans),OUI,11.89539978094195,Élevée,1.0416365484116727
Madrid,pm25,10.718035093071025,8.0,10.379416293813701,0.0,135.0,21648,2019,2023,5,1,6211000.0,40.4169,-3.7033,ESP,ES,Spain,Europe & Central Asia,High income,99.91886039669359,2.6097188750790523,15336.4244282825,1.3070854334923698,0.8032970424579167,95.28997863288538,29.068625,2.834791345744608,5208.416221022371,2400.5041698055343,18.333333333333332,83.25170731707318,37.17863207939672,34.019999999999996,20.318975169223158,66648882.531799994,9.139550733003471,30326.53321388234,1444571553127.286,79.83970766592157,47612075.2,118.4769256591796,68.08225572387383,499654.2012,15843.0,0.07951359592483635,0.1712381932519936,22.928694044302212,Moyen-Élevé,Urbain,Mixte-Fossile,Grande,2019-2023,Maximale (5 ans),OUI,11.855421686746988,Élevée,0.9675039467868176
Madrid,so2,4.452907717250751,1.0,3.086109367693986,0.0,33.0,17724,2019,2023,5,1,6211000.0,40.4169,-3.7033,ESP,ES,Spain,Europe & Central Asia,High income,99.91886039669359,2.6097188750790523,15336.4244282825,1.3070854334923698,0.8032970424579167,95.28997863288538,29.068625,2.834791345744608,5208.416221022371,2400.5041698055343,18.333333333333332,83.25170731707318,37.17863207939672,34.019999999999996,20.318975169223158,66648882.531799994,9.139550733003471,30326.53321388234,1444571553127.286,79.83970766592157,47612075.2,118.4769256591796,68.08225572387383,499654.2012,15843.0,0.07951359592483635,0.1712381932519936,22.928694044302212,Moyen-Élevé,Urbain,Mixte-Fossile,Grande,2019-2023,Maximale (5 ans),OUI,9.70646221248631,Moyenne,0.6915019451926058
Manama,o3,0.02796916152610495,0.026,0.019742372450302123,0.0,0.276,11609,2019,2023,4,1,727000.0,26.2233,50.5875,BHR,BH,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,100.0,0.27298708591575827,10615.747202628225,1.0924179642292176,0.8653967378223221,1913.313408500605,0.1551,0.0,16289.744811986177,10629.054982247433,0.0,79.63025,0.9062267555202732,,41.84310879829783,3866652.25,3.4151411585540363,27010.131281285725,40829228723.40425,100.0,1509346.0,103.2606103217595,54.76040538392877,788.75,,0.40631259390849067,0.0,42.116095884213586,Moyen-Élevé,Très urbain,,Petite,2019-2023,Maximale (5 ans),OUI,6.357612267250821,Moyenne,0.5199580832652478
Manama,pm25,50.3256264661591,41.0,42.2933570667477,1.0,986.0,28693,2019,2023,5,1,727000.0,26.2233,50.5875,BHR,BH,Bahrain,"Middle East, North Africa, Afghanistan & Pakistan",High income,100.0,0.2676217625621078,10712.808511351699,2.109966622333744,0.9607613115329435,1916.648954648586,0.1551,0.0,17569.627399940382,10647.239426062875,0.0,79.9026,0.9123231765681175,,42.75241251269752,4031800.2,3.3173802187906922,27702.209410549043,41955021276.59574,100.0,1512415.4,103.304814531508,53.656552066258406,789.0,,0.392536039186151,0.0,43.020034275259626,Moyen-Élevé,Très urbain,,Petite,2019-2023,Maximale (5 ans),OUI,15.713581599123767,Élevée,0.8402270923394933
Mexico City,co,0.44552777262136223,0.4,0.36498544838224156,0.0,10.0,14653,2019,2023,5,1,21804000.0,19.4333,-99.1333,MEX,MX,Mexico,Latin America & Caribbean ,Upper middle income,92.09565803898742,3.7088908058852197,6932.573086315414,0.873011374708527,1.1800011029519324,65.69747781578747,89.66175,6.844306920103017,2404.23979203515,1467.8622854596101,11.866666666666667,72.7542,33.72738847192574,44.05,32.11551367847084,61449682.4,11.6805672698351,10958.326121889157,1401398548735.352,78.92790449364347,127712612.0,101.36610412597665,58.4730625078962,1943950.0,,0.13599356335537985,0.4849354568460447,35.82440448435606,Moyen-Faible,Urbain,Mixte-Fossile,Mégapole,2019-2023,Maximale (5 ans),OUI,8.024644030668128,Moyenne,0.8012364345688752
Mexico City,no2,0.01295827841146904,0.011,0.007022466632059179,0.0,0.059,15213,2019,2023,5,1,21804000.0,19.4333,-99.1333,MEX,MX,Mexico,Latin America & Caribbean ,Upper middle income,92.09565803898742,3.7088908058852197,6932.573086315414,0.873011374708527,1.1800011029519324,65.69747781578747,89.66175,6.844306920103017,2404.23979203515,1467.8622854596101,11.866666666666667,72.7542,33.72738847192574,44.05,32.11551367847084,61449682.4,11.6805672698351,10958.326121889157,1401398548735.352,78.92790449364347,127712612.0,101.36610412597665,58.4730625078962,1943950.0,,0.13599356335537985,0.4849354568460447,35.82440448435606,Moyen-Faible,Urbain,Mixte-Fossile,Mégapole,2019-2023,Maximale (5 ans),OUI,8.331325301204819,Moyenne,0.30587949611025866
Mexico City,o3,0.03637314635181914,0.03,0.026508879164788703,0.0,0.159,32906,2019,2023,5,1,21804000.0,19.4333,-99.1333,MEX,MX,Mexico,Latin America & Caribbean ,Upper middle income,92.09565803898742,3.7088908058852197,6932.573086315414,0.873011374708527,1.1800011029519324,65.69747781578747,89.66175,6.844306920103017,2404.23979203515,1467.8622854596101,11.866666666666667,72.7542,33.72738847192574,44.05,32.11551367847084,61449682.4,11.6805672698351,10958.326121889157,1401398548735.352,78.92790449364347,127712612.0,101.36610412597665,58.4730625078962,1943950.0,,0.13599356335537985,0.4849354568460447,35.82440448435606,Moyen-Faible,Urbain,Mixte-Fossile,Mégapole,2019-2023,Maximale (5 ans),OUI,18.02081051478642,Élevée,0.5716428849505659
Mexico City,pm10,26.053312820905226,24.0,15.779295897199784,0.0,192.0,16161,2019,2023,5,1,21804000.0,19.4333,-99.1333,MEX,MX,Mexico,Latin America & Caribbean ,Upper middle income,92.09565803898742,3.7088908058852197,6932.573086315414,0.873011374708527,1.1800011029519324,65.69747781578747,89.66175,6.844306920103017,2404.23979203515,1467.8622854596101,11.866666666666667,72.7542,33.72738847192574,44.05,32.11551367847084,61449682.4,11.6805672698351,10958.326121889157,1401398548735.352,78.92790449364347,127712612.0,101.36610412597665,58.4730625078962,1943950.0,,0.13599356335537985,0.4849354568460447,35.82440448435606,Moyen-Faible,Urbain,Mixte-Fossile,Mégapole,2019-2023,Maximale (5 ans),OUI,8.850492880613363,Moyenne,0.6054217284513158
Mexico City,pm25,39.0,39.0,0.0,39.0,39.0,2,2022,2022,1,0,21804000.0,19.4333,-99.1333,MEX,MX,Mexico,Latin America & Caribbean ,Upper middle income,92.6614618116548,3.89806570970786,7095.71759431448,3.70975709163623,1.09116644258604,66.1607124668844,89.804,7.31933292155652,2371.96646124361,1525.73516114419,,73.973,33.6618740193935,43.5,33.1638305245733,70196270.0,11.8701402157787,11405.7940473759,1466934724293.06,79.199683215791,128613117.0,98.3576583862305,58.1306222617617,1943950.0,,0.1337567027867204,,37.06189623428116,Moyen-Faible,Urbain,,Mégapole,2019-2023,Maximale (5 ans),OUI,0.001095290251916758,Faible,0.0
Mexico City,so2,0.00217819899313674,0.001,0.005927346745500861,0.0,0.096,17593,2019,2023,5,1,21804000.0,19.4333,-99.1333,MEX,MX,Mexico,Latin America & Caribbean ,Upper middle income,92.09565803898742,3.7088908058852197,6932.573086315414,0.873011374708527,1.1800011029519324,65.69747781578747,89.66175,6.844306920103017,2404.23979203515,1467.8622854596101,11.866666666666667,72.7542,33.72738847192574,44.05,32.11551367847084,61449682.4,11.6805672698351,10958.326121889157,1401398548735.352,78.92790449364347,127712612.0,101.36610412597665,58.4730625078962,1943950.0,,0.13599356335537985,0.4849354568460447,35.82440448435606,Moyen-Faible,Urbain,Mixte-Fossile,Mégapole,2019-2023,Maximale (5 ans),OUI,9.634720700985762,Moyenne,0.48671784299479187
Milan,co,930.1243481255914,761.2,403.2821302691227,464.026,7927.873,15178,2020,2022,3,1,1354196.0,45.4669,9.19,ITA,IT,Italy,Europe & Central Asia,High income,99.88509600009807,1.88392695358832,18509.0110724789,1.6280058617609168,-0.411749135600094,200.17459521794265,33.78404,6.465244439110127,5158.386694874003,2418.6129247352,18.1,82.51382113821137,32.53078885376177,34.56666666666667,22.2668750431591,8306953.653,6.50594399781636,34865.9778046604,2063585499331.5935,69.4946593255513,59195230.333333336,101.67495218912767,65.380344551946,295718.0,17280.4,0.0694647945559199,0.28508722065656084,24.15080199674742,Moyen-Élevé,Semi-urbain,Mixte-Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,8.312157721796275,Moyenne,0.43357406495289386
Milan,no2,39.17999227757339,32.551483,22.400704102556716,1.982459,273.99365,33168,2020,2022,3,1,1354196.0,45.4669,9.19,ITA,IT,Italy,Europe & Central Asia,High income,99.88509600009807,1.88392695358832,18509.0110724789,1.6280058617609168,-0.411749135600094,200.17459521794265,33.78404,6.465244439110127,5158.386694874003,2418.6129247352,18.1,82.51382113821137,32.53078885376177,34.56666666666667,22.2668750431591,8306953.653,6.50594399781636,34865.9778046604,2063585499331.5935,69.4946593255513,59195230.333333336,101.67495218912767,65.380344551946,295718.0,17280.4,0.0694647945559199,0.28508722065656084,24.15080199674742,Moyen-Élevé,Semi-urbain,Mixte-Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,18.164293537787515,Élevée,0.5715924602357118
Mixco,o3,0.0182874738959251,0.015,0.0117550780075382,0.0,0.072,8835,2021,2023,3,0,527828.0,14.6331,-90.6064,GTM,GT,Guatemala,Latin America & Caribbean ,Upper middle income,70.0337468936035,9.314099460533953,3813.10413589703,5.253126490679843,2.0837670579384766,166.63980651984568,3.3241,15.585928768985104,726.9889145297775,906.0246870629969,62.1,70.55533333333334,32.7043673012318,45.2,22.39304979989647,111622.0905,11.981887246055951,5343.2171942007,95488574609.33052,55.2570206444854,17857121.666666668,47.14211091046073,61.70188135788786,107160.0,,0.17687114051968175,0.3421557593728985,31.707149260430423,Faible,Semi-urbain,Renouvelable,Petite,2019-2023,Maximale (5 ans),OUI,4.838444687842278,Moyenne,0.4155577147251581
Mixco,pm25,16.8930799893727,13.0,13.160636626596254,0.0,166.0,22760,2019,2023,5,1,527828.0,14.6331,-90.6064,GTM,GT,Guatemala,Latin America & Caribbean ,Upper middle income,69.51170753748708,9.45546826382811,3695.072186051042,3.5983451143619023,2.1078514867494342,164.3010321015304,3.3241,20.036663354582128,696.6045065499418,871.8445350909305,63.46666666666667,70.65520000000001,32.81261664800299,45.2,22.29017299836634,88952.90875,11.759910919148625,5003.853565627144,88271504753.95349,54.90152109028328,17606498.6,49.1556835229065,61.931316934621336,107160.0,,0.18159161805499613,0.3657815101423409,31.745641262194447,Faible,Semi-urbain,Renouvelable,Petite,2019-2023,Maximale (5 ans),OUI,12.464403066812705,Élevée,0.7785939979501135
