city_ascii_wc,parameter,value_mean_mean,value_median_median,value_std_mean,value_min_min,value_max_max,value_count_sum,annee_debut,annee_fin,nb_annees,inclut_covid,population_wc_first,lat_wc_first,lon_wc_first,country_iso3_wc_first,country_iso2_wc_first,country_name_first,region_first,income_level_first,acces_eau_potable_pct_mean,agriculture_pct_pib_mean,consommation_privee_mean,croissance_pib_mean,croissance_urbaine_mean,densite_population_mean,eau_douce_km3_mean,electricite_charbon_pct_mean,electricite_par_habitant_mean,energie_par_habitant_mean,energie_renouvelable_pct_mean,esperance_vie_mean,foret_pct_mean,indice_gini_mean,industrie_pct_pib_mean,passagers_aeriens_mean,pertes_electricite_pct_mean,pib_par_habitant_mean,pib_total_mean,pop_urbaine_pct_mean,population_totale_mean,scolarisation_secondaire_pct_mean,services_pct_pib_mean,superficie_km2_mean,voies_ferrees_km_mean,intensite_energetique_mean,ratio_charbon_renouvelables_mean,secteur_secondaire_pct_mean,niveau_developpement_first,niveau_urbanisation_first,mix_energetique_first,taille_ville_first,periode,robustesse,controle_covid,mesures_par_jour,qualite_donnees,coeff_variation
Abidjan,pm25,21.686304071101066,18.0,13.795490430845765,0.0,360.0,19813,2020,2023,4,1,4980000.0,5.3364,-4.0267,CIV,CI,Cote d'Ivoire,Sub-Saharan Africa ,Lower middle income,38.1909901808959,16.41063987338255,1375.4799775230051,5.190735443747849,3.487511262300135,94.4306926100629,1.162,0.0,307.2741405919783,438.5023687749437,60.0,60.984,8.387995047169813,35.3,22.437604562291774,556574.0,15.109140615682135,2390.26195314133,71881406710.56863,52.60272185237717,30028960.25,57.651541495214246,53.727480769795974,318000.0,639.0,0.18828405868435924,0.0,38.848244435674324,Faible,Semi-urbain,Renouvelable,Moyenne,2019-2023,Maximale (5 ans),OUI,10.850492880613363,Élevée,0.6358451829231603
Addis Ababa,pm25,25.19190653742002,21.0,19.108468708027207,0.0,985.0,44530,2019,2023,5,1,5704000.0,9.03,38.74,ETH,ET,Ethiopia,Sub-Saharan Africa ,Not classified,9.34775603032442,36.03988322214084,555.5007982927443,6.396230638772782,4.737496145449586,108.25954642647821,10.5481,0.0,90.5030805616265,379.6794831761705,90.2,66.2504,15.059866166551199,31.1,23.39517898481002,10136066.2,21.69065441834865,910.8376285279046,111719337282.87651,22.15536003112792,122173924.2,,36.80943589127262,1128529.1,,0.43674719158212827,0.0,59.43506220695086,Faible,Rural,Renouvelable,Grande,2019-2023,Maximale (5 ans),OUI,24.386637458926614,Élevée,0.7582152040622314
Algiers,pm25,19.293960605895595,18.0,11.290347753629295,0.0,265.0,28494,2019,2023,5,1,2364230.0,36.7325,3.0872,DZA,DZ,Algeria,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,85.91632180680878,11.91301854675534,1833.053309809864,1.4800000000298075,2.423047510565604,18.78788986203362,10.3165833325,0.0,1701.8354338026122,1458.311484152576,0.13333333333333333,75.3074,0.8222217874327175,,36.1038336341108,4388805.67,10.562741897690614,4540.667043381118,203613962919.0366,73.61377703862074,44747868.8,102.9075813293455,48.013239172878,2381740.0,4010.375,0.3250398424010429,0.0,48.01685218086614,Faible,Urbain,Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,15.60460021905805,Élevée,0.5848720883827915
Almaty,pm25,33.79076857864183,17.0,42.34596938312543,0.0,421.0,21870,2020,2023,4,1,2228675.0,43.24,76.915,KAZ,KZ,Kazakhstan,Europe & Central Asia,Upper middle income,97.95042017213315,4.873358138582195,6031.46995428906,2.5250000001145776,2.5235037271505925,7.3703034596436625,24.689333333333334,62.96546187568677,5261.37177706658,3521.4703331804426,1.9,72.30775,1.2958992110234449,28.95,33.9431521264446,8921953.39125,8.07064190472775,10724.96904580775,213882762801.863,61.05440572790057,19897608.25,93.88554737177202,54.75263131056995,2699700.0,16034.3,0.3338331532683446,22.703800485042937,38.8165102650268,Moyen-Faible,Semi-urbain,Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,11.976998904709749,Élevée,1.2528108431795595
Amman,o3,0.03440574487952755,0.036,0.015636469731701498,0.0,0.1,5332,2022,2023,2,0,4007526.0,31.9497,35.9328,JOR,JO,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,96.5731686364341,4.814911379639425,,2.7657592709687053,1.9622188314806401,127.7984773745975,0.94987,,1790.64757104556,754.305503117865,,77.451,1.09804716534901,,24.64225779570825,3455640.5,10.958904109589,4399.16737053253,49926719859.15495,92.54353738747615,11347738.0,91.4804751340448,60.609981761520245,88794.0,,0.1740737840598825,,29.457169175347673,Faible,Très urbain,,Moyenne,2019-2023,Maximale (5 ans),OUI,2.9200438116100766,Moyenne,0.35212718025839046
Amman,pm25,18.80311939535219,14.5,11.606165591517076,0.0,727.0,19788,2019,2023,4,1,4007526.0,31.9497,35.9328,JOR,JO,Jordan,"Middle East, North Africa, Afghanistan & Pakistan",Lower middle income,96.73214244432853,4.662083783902485,,1.5450018593773,2.0954198003857427,124.53711680969451,0.9497433333333333,0.0,1743.37163219108,773.610782286135,9.6,76.83749999999999,1.09804716534901,,24.237503411658473,2801494.5,10.957955811420367,4247.622319256265,47014207288.73242,92.1061783916728,11058148.75,90.66768176091432,61.0548545427566,88794.0,,0.18543368935673063,0.0,28.89958719556096,Faible,Très urbain,Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,10.836801752464403,Élevée,0.6169187229197299
Amsterdam,co,0.343132346871251,0.3243,0.12198854558184587,0.1117,1.4123,11011,2019,2023,5,1,1477213.0,52.3728,4.8936,NLD,NL,Netherlands,Europe & Central Asia,High income,97.67828294345902,1.708853022293574,20875.13947496646,1.8236214592308433,1.313621135055157,522.1117730917732,8.222475,12.411352072792328,6530.177578475314,3830.1671087494624,10.5,81.66195121951222,11.00195841995842,26.96666666666667,17.80374881656628,31494437.0022,4.017821558117418,57960.74764323186,1019590531165.3757,94.61605899337988,17579503.4,132.6665466308594,69.72817361477823,33670.0,3065.6666666666665,0.0666242336213261,1.165768568272117,19.512601838859855,Élevé,Très urbain,Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,6.030120481927711,Moyenne,0.3454471012430981
Amsterdam,no2,26.369931003515795,22.2,17.47963876944865,0.0,346.8,22485,2019,2023,5,1,1477213.0,52.3728,4.8936,NLD,NL,Netherlands,Europe & Central Asia,High income,97.67828294345902,1.708853022293574,20875.13947496646,1.8236214592308433,1.313621135055157,522.1117730917732,8.222475,12.411352072792328,6530.177578475314,3830.1671087494624,10.5,81.66195121951222,11.00195841995842,26.96666666666667,17.80374881656628,31494437.0022,4.017821558117418,57960.74764323186,1019590531165.3757,94.61605899337988,17579503.4,132.6665466308594,69.72817361477823,33670.0,3065.6666666666665,0.0666242336213261,1.165768568272117,19.512601838859855,Élevé,Très urbain,Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,12.31380065717415,Élevée,0.6626112390938036
Amsterdam,o3,45.932928719442224,42.4,24.216457778475686,0.0,176.0,11090,2019,2023,5,1,1477213.0,52.3728,4.8936,NLD,NL,Netherlands,Europe & Central Asia,High income,97.67828294345902,1.708853022293574,20875.13947496646,1.8236214592308433,1.313621135055157,522.1117730917732,8.222475,12.411352072792328,6530.177578475314,3830.1671087494624,10.5,81.66195121951222,11.00195841995842,26.96666666666667,17.80374881656628,31494437.0022,4.017821558117418,57960.74764323186,1019590531165.3757,94.61605899337988,17579503.4,132.6665466308594,69.72817361477823,33670.0,3065.6666666666665,0.0666242336213261,1.165768568272117,19.512601838859855,Élevé,Très urbain,Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,6.073384446878423,Moyenne,0.5270986951301543
Amsterdam,pm10,18.454302843859324,15.8,13.373883085290071,0.0,287.1,11157,2019,2023,5,1,1477213.0,52.3728,4.8936,NLD,NL,Netherlands,Europe & Central Asia,High income,97.67828294345902,1.708853022293574,20875.13947496646,1.8236214592308433,1.313621135055157,522.1117730917732,8.222475,12.411352072792328,6530.177578475314,3830.1671087494624,10.5,81.66195121951222,11.00195841995842,26.96666666666667,17.80374881656628,31494437.0022,4.017821558117418,57960.74764323186,1019590531165.3757,94.61605899337988,17579503.4,132.6665466308594,69.72817361477823,33670.0,3065.6666666666665,0.0666242336213261,1.165768568272117,19.512601838859855,Élevé,Très urbain,Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,6.110076670317635,Moyenne,0.7243102108097097
Ankara,co,505.53000000000003,505.53000000000003,,253.24,757.82,2,2021,2022,2,0,5864049.0,39.93,32.85,TUR,TR,Turkiye,Europe & Central Asia,Upper middle income,99.2488732878562,6.1992456677971,8598.66203367716,8.626159781915504,1.008090748235316,109.87567467484351,61.43482,32.6302233858073,3570.843264448135,1868.09174980501,12.0,76.6565,29.175525902056847,44.45,30.855331111134397,86868978.681,9.05592825314182,10439.801885124929,883018072542.9761,89.107160635201,84563615.5,115.0937538146975,52.68691633231985,769630.0,10546.0,0.17937897324253244,2.375833611213316,37.054576778931505,Moyen-Faible,Très urbain,Mixte-Fossile,Grande,2019-2023,Maximale (5 ans),OUI,0.001095290251916758,Faible,
Ankara,no2,51.44366599006378,45.18,34.48402782103303,0.0,333.84,8962,2021,2023,3,0,5864049.0,39.93,32.85,TUR,TR,Turkiye,Europe & Central Asia,Upper middle income,99.25471994478555,6.262779104516824,9106.43396804094,7.432481087317967,0.8014313114807927,110.20585476137866,61.43482,33.73805310367433,3574.313691444233,1861.9064743518131,12.0,76.823,29.276873302755863,44.45,29.967980750938732,99892732.78733332,9.016114706357698,11418.232832845419,969093003247.8007,89.07872198333803,84817732.0,115.0937538146975,53.2419383700788,769630.0,10546.0,0.16567656293322472,2.375833611213316,36.23075985545555,Moyen-Faible,Très urbain,Mixte-Fossile,Grande,2019-2023,Maximale (5 ans),OUI,4.907995618838992,Moyenne,0.6701957413042687
Ankara,pm10,43.73668952521149,43.085,27.91645972704813,0.0,396.16,9588,2021,2023,3,0,5864049.0,39.93,32.85,TUR,TR,Turkiye,Europe & Central Asia,Upper middle income,99.25471994478555,6.262779104516824,9106.43396804094,7.432481087317967,0.8014313114807927,110.20585476137866,61.43482,33.73805310367433,3574.313691444233,1861.9064743518131,12.0,76.823,29.276873302755863,44.45,29.967980750938732,99892732.78733332,9.016114706357698,11418.232832845419,969093003247.8007,89.07872198333803,84817732.0,115.0937538146975,53.2419383700788,769630.0,10546.0,0.16567656293322472,2.375833611213316,36.23075985545555,Moyen-Faible,Très urbain,Mixte-Fossile,Grande,2019-2023,Maximale (5 ans),OUI,5.2508214676889375,Moyenne,0.6381387947300493
Ankara,pm25,21.889553322091547,9.80875,83.66198365359969,0.039,1321.058,6662,2022,2023,2,0,5864049.0,39.93,32.85,TUR,TR,Turkiye,Europe & Central Asia,Upper middle income,99.26061750421056,6.541727798591155,9660.713291341155,5.24317440567345,0.608864720686314,110.641397814534,64.46964,35.16416118262495,3567.741353783465,1845.546115119025,,77.3735,29.3782207034549,44.5,29.541691214637197,115306165.181,8.894074934451027,12136.46725721145,1033670170785.634,89.02998056734509,85152939.0,116.040176391602,53.26522725177305,769630.0,,0.1536199237229327,,36.08341901322835,Moyen-Faible,Très urbain,,Grande,2019-2023,Maximale (5 ans),OUI,3.6484118291347207,Moyenne,3.8202598209710623
Ankara,so2,9.476861438094597,9.44,3.647431547460967,0.27,194.19,12102,2021,2023,3,0,5864049.0,39.93,32.85,TUR,TR,Turkiye,Europe & Central Asia,Upper middle income,99.25471994478555,6.262779104516824,9106.43396804094,7.432481087317967,0.8014313114807927,110.20585476137866,61.43482,33.73805310367433,3574.313691444233,1861.9064743518131,12.0,76.823,29.276873302755863,44.45,29.967980750938732,99892732.78733332,9.016114706357698,11418.232832845419,969093003247.8007,89.07872198333803,84817732.0,115.0937538146975,53.2419383700788,769630.0,10546.0,0.16567656293322472,2.375833611213316,36.23075985545555,Moyen-Faible,Très urbain,Mixte-Fossile,Grande,2019-2023,Maximale (5 ans),OUI,6.627601314348302,Moyenne,0.3844718900198822
Antananarivo,pm25,17.954089706968222,13.5,16.32024700461907,0.0,281.0,19952,2020,2023,4,1,1275207.0,-18.91,47.525,MDG,MG,Madagascar,Sub-Saharan Africa ,Low income,14.490094867695799,22.79100261048285,326.836058962936,1.46803893834196,3.85197199798261,51.68349604675147,13.457500000000001,15.901093448649235,77.32077554892653,306.45821984614196,83.8,62.9805,21.3303324596081,36.8,22.0030266733356,214898.683,5.28840491453556,486.61850993281377,14650430479.68335,31.3338462427604,30069458.0,34.1320359801924,49.223599102127324,581800.0,673.0,0.6391529849235674,0.18792345951824788,44.794029283818446,Faible,Rural,Renouvelable,Moyenne,2019-2023,Maximale (5 ans),OUI,10.926615553121577,Élevée,0.9084928471654474
Antwerp,no2,19.929704140908523,13.0,17.229799519004807,0.0,124.5,9241,2019,2023,5,1,565039.0,51.2178,4.4003,BEL,BE,Belgium,Europe & Central Asia,High income,99.48620723685653,0.7065006139172194,21584.70604668706,1.9149445864150898,0.7603629969204676,380.88761723617756,4.26141387525,2.2815602834883597,7397.9489992520375,4481.098224215481,11.4,81.72536585365853,22.604446776415,26.6,19.15751502230176,8952083.84999246,3.847617469734452,50035.6747488241,581471923717.0818,87.37278238674791,11614787.0,147.4809478759764,70.07018582326097,30494.0,3614.0,0.0901481743651374,0.18549437779557212,19.86401563621898,Élevé,Très urbain,Mixte-Fossile,Petite,2019-2023,Maximale (5 ans),OUI,5.0607886089813805,Moyenne,0.8640950435997671
Ashgabat,pm25,22.266318367339714,19.0,17.421026733151603,0.0,677.0,49019,2019,2023,5,1,1030063.0,37.9375,58.38,TKM,TM,Turkmenistan,Europe & Central Asia,Upper middle income,99.50656477686348,11.26750185305016,,6.180031525995912,2.03514325957557,15.083323048113561,26.610775,0.0,2671.085994287505,4403.965362558897,0.10000000000000002,69.518,8.78215904496414,,39.32782649676612,1119954.8396,11.725573209727674,5952.756612901904,42202628354.308304,47.05787826289104,7088106.0,91.17046073483402,49.40467165018372,469930.0,,0.7514027695685048,0.0,50.595328349816285,Moyen-Faible,Rural,Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,26.84501642935378,Élevée,0.7820424562926579
Athens,no2,43.092588867656154,41.5,19.469303880577716,1.0,209.0,25432,2020,2023,4,1,3059764.0,37.9842,23.7281,GRC,GR,Greece,Europe & Central Asia,High income,98.99886557617755,3.74567296521077,13495.57407048875,1.7790408721529802,-0.5570468101815975,81.67579325058185,10.085333333333333,10.88258344418743,4841.74903067357,1899.0612149888325,20.8,80.9237804878049,30.2699767261443,33.325,15.158668867103124,12193473.0,10.98097448829665,20692.91701663415,217650791197.2865,78.50500589814727,10528009.75,104.950588226318,68.744872795009,128900.0,2342.0,0.09250702396383866,0.5403272696940578,18.904341832313897,Moyen-Élevé,Urbain,Mixte-Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,13.927710843373495,Élevée,0.4516968560834482
Athens,o3,81.79149023885046,80.5,25.567992424023945,1.0,359.0,47256,2020,2023,4,1,3059764.0,37.9842,23.7281,GRC,GR,Greece,Europe & Central Asia,High income,98.99886557617755,3.74567296521077,13495.57407048875,1.7790408721529802,-0.5570468101815975,81.67579325058185,10.085333333333333,10.88258344418743,4841.74903067357,1899.0612149888325,20.8,80.9237804878049,30.2699767261443,33.325,15.158668867103124,12193473.0,10.98097448829665,20692.91701663415,217650791197.2865,78.50500589814727,10528009.75,104.950588226318,68.744872795009,128900.0,2342.0,0.09250702396383866,0.5403272696940578,18.904341832313897,Moyen-Élevé,Urbain,Mixte-Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,25.879518072289155,Élevée,0.3125614502788213
Athens,pm10,26.38405625703395,23.0,17.81767235565909,1.0,591.0,73717,2020,2023,4,1,3059764.0,37.9842,23.7281,GRC,GR,Greece,Europe & Central Asia,High income,98.99886557617755,3.74567296521077,13495.57407048875,1.7790408721529802,-0.5570468101815975,81.67579325058185,10.085333333333333,10.88258344418743,4841.74903067357,1899.0612149888325,20.8,80.9237804878049,30.2699767261443,33.325,15.158668867103124,12193473.0,10.98097448829665,20692.91701663415,217650791197.2865,78.50500589814727,10528009.75,104.950588226318,68.744872795009,128900.0,2342.0,0.09250702396383866,0.5403272696940578,18.904341832313897,Moyen-Élevé,Urbain,Mixte-Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,40.37075575027382,Élevée,0.6750638167224003
Athens,pm25,12.065975142229567,11.0,6.996052849115433,0.0,356.0,23803,2020,2023,4,1,3059764.0,37.9842,23.7281,GRC,GR,Greece,Europe & Central Asia,High income,98.99886557617755,3.74567296521077,13495.57407048875,1.7790408721529802,-0.5570468101815975,81.67579325058185,10.085333333333333,10.88258344418743,4841.74903067357,1899.0612149888325,20.8,80.9237804878049,30.2699767261443,33.325,15.158668867103124,12193473.0,10.98097448829665,20692.91701663415,217650791197.2865,78.50500589814727,10528009.75,104.950588226318,68.744872795009,128900.0,2342.0,0.09250702396383866,0.5403272696940578,18.904341832313897,Moyen-Élevé,Urbain,Mixte-Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,13.035596933187295,Élevée,0.5793364731805637
Athens,so2,4.981524445772545,3.5,5.013472928955125,2.0,199.0,39598,2020,2023,4,1,3059764.0,37.9842,23.7281,GRC,GR,Greece,Europe & Central Asia,High income,98.99886557617755,3.74567296521077,13495.57407048875,1.7790408721529802,-0.5570468101815975,81.67579325058185,10.085333333333333,10.88258344418743,4841.74903067357,1899.0612149888325,20.8,80.9237804878049,30.2699767261443,33.325,15.158668867103124,12193473.0,10.98097448829665,20692.91701663415,217650791197.2865,78.50500589814727,10528009.75,104.950588226318,68.744872795009,128900.0,2342.0,0.09250702396383866,0.5403272696940578,18.904341832313897,Moyen-Élevé,Urbain,Mixte-Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,21.68565169769989,Élevée,1.0043971502936682
Aves,no2,28.282701790575164,23.1,24.013718142292902,0.0,607.1,79434,2019,2023,5,1,425411.0,41.3703,-8.4101,PRT,PT,Portugal,Europe & Central Asia,High income,99.65134457592389,2.06910182749706,13887.658340833219,2.037125983986248,0.5910853487712502,113.437783279625,6.12953,5.476235827135973,5001.812889533466,1963.7611169425738,30.599999999999998,81.65902439024391,36.154994891142,34.46,18.9417180140477,14055462.256599998,9.518064970481474,24521.871276425438,255002620140.11963,61.12901993955728,10391536.2,119.6920654296878,65.74149801878906,91605.6,2526.450333333333,0.08065289332260847,0.18045910691441222,21.01081984154476,Moyen-Élevé,Semi-urbain,Mixte-Fossile,Petite,2019-2023,Maximale (5 ans),OUI,43.50164293537787,Élevée,0.8487601615442865
Aves,o3,55.265828503076136,58.0,30.70812461221873,0.0,277.0,16596,2019,2023,4,0,425411.0,41.3703,-8.4101,PRT,PT,Portugal,Europe & Central Asia,High income,99.65095017287226,2.051153053070255,14085.511533514125,4.597565378293777,0.7169421274038008,113.69556009676275,6.12953,5.9883844125454,5037.52865379642,1965.3750206957325,30.25,81.74146341463418,36.154994891142,34.4,18.8285141820036,16014445.0555,9.777587995572922,25077.487993977476,261348581819.50525,61.13521075522932,10415150.0,119.94436454772975,65.7851330550252,91605.6,2526.6009999999997,0.07887362778314568,0.20177320129550189,20.879667235073853,Moyen-Élevé,Semi-urbain,Mixte-Fossile,Petite,2019-2023,Maximale (5 ans),OUI,9.088718510405258,Moyenne,0.5555434526053247
Aves,pm10,19.061598864870508,17.05,61.25773692202418,0.0,8849.0,58595,2019,2023,4,0,425411.0,41.3703,-8.4101,PRT,PT,Portugal,Europe & Central Asia,High income,99.65095017287226,2.051153053070255,14085.511533514125,4.597565378293777,0.7169421274038008,113.69556009676275,6.12953,5.9883844125454,5037.52865379642,1965.3750206957325,30.25,81.74146341463418,36.154994891142,34.4,18.8285141820036,16014445.0555,9.777587995572922,25077.487993977476,261348581819.50525,61.13521075522932,10415150.0,119.94436454772975,65.7851330550252,91605.6,2526.6009999999997,0.07887362778314568,0.20177320129550189,20.879667235073853,Moyen-Élevé,Semi-urbain,Mixte-Fossile,Petite,2019-2023,Maximale (5 ans),OUI,32.08926615553121,Élevée,3.211987487575552
Aves,pm25,0.0,0.0,0.0,0.0,0.0,7742,2019,2019,1,0,425411.0,41.3703,-8.4101,PRT,PT,Portugal,Europe & Central Asia,High income,99.6200248701138,1.99991845769704,14100.0951432965,2.74568432648596,0.0100220692411571,112.288582794065,6.12953,10.4074952026188,5016.98235792727,2115.18570481977,28.2,81.6756097560976,36.154994891142,32.8,18.886083188208,22047878.978,9.30691951687549,23343.3628970034,240115970063.019,61.114927250613,10286263.0,119.519371032715,65.5860785423015,91605.6,2526.149,0.0906079859258564,0.3564210685828357,20.88600164590504,Moyen-Élevé,Semi-urbain,Mixte-Fossile,Petite,2019-2023,Maximale (5 ans),OUI,4.23986856516977,Moyenne,0.0
Baghdad,pm25,57.599807017081694,40.0,54.904608742977835,0.0,967.0,48398,2019,2023,5,1,6183000.0,33.3153,44.3661,IRQ,IQ,Iraq,"Middle East, North Africa, Afghanistan & Pakistan",Upper middle income,98.37091595813612,3.6605234715768704,2305.085329131058,0.6911863533772421,2.25381358017641,99.290344827586,46.62635,0.0,1261.141242022305,1287.2914655375976,1.0333333333333334,71.1922,1.90035242899592,29.8,53.370999597592665,2857044.6,61.71301952005065,5464.318104339552,236096024962.35898,69.86829833984373,43104917.4,,43.73770519732372,434130.0,,0.24423691511391757,0.0,57.03152306916953,Moyen-Faible,Semi-urbain,Fossile,Grande,2019-2023,Maximale (5 ans),OUI,26.504928806133627,Élevée,0.9530427471610563
Bamako,pm25,60.155726515883444,41.5,51.97207079169331,0.0,907.0,12104,2020,2023,4,1,4227569.0,12.6458,-7.9922,MLI,ML,Mali,Sub-Saharan Africa ,Low income,44.493020898262124,32.31445830219248,663.227491680156,2.5901085657304375,5.25007486521135,18.633211426089375,5.186,0.0,,,71.7,59.611999999999995,10.896663634352,35.7,25.9351157487025,,,1000.345974675949,22762913629.686073,30.032580148845128,22736058.25,38.9389470920545,35.497541136647726,1220190.0,,,0.0,58.24957405089498,Faible,Rural,Renouvelable,Moyenne,2019-2023,Maximale (5 ans),OUI,6.628696604600219,Moyenne,0.8638152283920806
Barcelona,co,249.00840791245264,200.0,139.36126746764498,0.0,3900.0,21683,2019,2023,5,1,4800000.0,41.3833,2.1833,ESP,ES,Spain,Europe & Central Asia,High income,99.91886039669359,2.6097188750790523,15336.4244282825,1.3070854334923698,0.8032970424579167,95.28997863288538,29.068625,2.834791345744608,5208.416221022371,2400.5041698055343,18.333333333333332,83.25170731707318,37.17863207939672,34.019999999999996,20.318975169223158,66648882.531799994,9.139550733003471,30326.53321388234,1444571553127.286,79.83970766592157,47612075.2,118.4769256591796,68.08225572387383,499654.2012,15843.0,0.07951359592483635,0.1712381932519936,22.928694044302212,Moyen-Élevé,Urbain,Mixte-Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,11.874589266155532,Élevée,0.559642432203808
Barcelona,no2,19.39203634194296,19.0,16.327982808450397,0.0,151.0,56081,2019,2023,5,1,4800000.0,41.3833,2.1833,ESP,ES,Spain,Europe & Central Asia,High income,99.91886039669359,2.6097188750790523,15336.4244282825,1.3070854334923698,0.8032970424579167,95.28997863288538,29.068625,2.834791345744608,5208.416221022371,2400.5041698055343,18.333333333333332,83.25170731707318,37.17863207939672,34.019999999999996,20.318975169223158,66648882.531799994,9.139550733003471,30326.53321388234,1444571553127.286,79.83970766592157,47612075.2,118.4769256591796,68.08225572387383,499654.2012,15843.0,0.07951359592483635,0.1712381932519936,22.928694044302212,Moyen-Élevé,Urbain,Mixte-Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,30.712486308871853,Élevée,0.8415602630922234
Barcelona,so2,2.711674823838416,1.0,5.881665241585866,0.0,295.0,34374,2019,2023,5,1,4800000.0,41.3833,2.1833,ESP,ES,Spain,Europe & Central Asia,High income,99.91886039669359,2.6097188750790523,15336.4244282825,1.3070854334923698,0.8032970424579167,95.28997863288538,29.068625,2.834791345744608,5208.416221022371,2400.5041698055343,18.333333333333332,83.25170731707318,37.17863207939672,34.019999999999996,20.318975169223158,66648882.531799994,9.139550733003471,30326.53321388234,1444571553127.286,79.83970766592157,47612075.2,118.4769256591796,68.08225572387383,499654.2012,15843.0,0.07951359592483635,0.1712381932519936,22.928694044302212,Moyen-Élevé,Urbain,Mixte-Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,18.82475355969332,Élevée,2.1610462756498117
Belgrade,no2,37.47438655797684,34.399519999999995,22.350473461580584,0.38896,202.49959,22964,2020,2023,4,1,1197714.0,44.8178,20.4569,SRB,RS,Serbia,Europe & Central Asia,Upper middle income,97.92627907407795,4.833519647882772,5016.79626309342,3.3626106509813587,-0.7428662802116792,80.33382090617198,5.006666666666667,64.32978360966777,5003.95649952548,2366.46247468121,26.6,74.6790243902439,32.383629741943174,33.63333333333333,24.415930608897675,2086565.75,11.339882447989325,10021.441148714943,67546949180.690475,61.65798681491985,6755271.0,92.19155883789058,55.21251373790335,84090.0,3340.7495,0.24081795196373895,2.39721847891753,29.24945025678045,Moyen-Faible,Semi-urbain,Mixte-Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,12.576122672508214,Élevée,0.5962608839019218
Belgrade,o3,39.985622196419044,32.021415000000005,29.24371295307042,0.0,677.73,35492,2019,2023,5,1,1197714.0,44.8178,20.4569,SRB,RS,Serbia,Europe & Central Asia,Upper middle income,97.92415139153874,4.81976542129261,4936.851415549708,3.640130108583115,-0.6340599538493752,80.14913996298927,5.1595,65.11169922815975,4963.334293970684,2333.514004033702,24.866666666666664,74.93053658536586,32.13196667944524,33.85,24.6391676603885,2163068.8,11.376161277540401,9568.279516259354,64810498077.463745,61.536234422639,6793263.8,92.76171684265134,54.80782083105746,84764.0,3468.655666666667,0.24942435765804408,2.6136123446076347,29.458933081681106,Moyen-Faible,Semi-urbain,Mixte-Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,19.437020810514788,Élevée,0.7311728471044694
Belgrade,pm10,31.150393514678257,24.13158,27.423882354930818,0.0,821.22069,91024,2019,2023,5,1,1197714.0,44.8178,20.4569,SRB,RS,Serbia,Europe & Central Asia,Upper middle income,97.92415139153874,4.81976542129261,4936.851415549708,3.640130108583115,-0.6340599538493752,80.14913996298927,5.1595,65.11169922815975,4963.334293970684,2333.514004033702,24.866666666666664,74.93053658536586,32.13196667944524,33.85,24.6391676603885,2163068.8,11.376161277540401,9568.279516259354,64810498077.463745,61.536234422639,6793263.8,92.76171684265134,54.80782083105746,84764.0,3468.655666666667,0.24942435765804408,2.6136123446076347,29.458933081681106,Moyen-Faible,Semi-urbain,Mixte-Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,49.848849945235486,Élevée,0.880087805759342
Belgrade,pm25,22.197249450561813,15.289829999999998,21.245890831393456,0.0,257.82333,75475,2019,2023,5,1,1197714.0,44.8178,20.4569,SRB,RS,Serbia,Europe & Central Asia,Upper middle income,97.92415139153874,4.81976542129261,4936.851415549708,3.640130108583115,-0.6340599538493752,80.14913996298927,5.1595,65.11169922815975,4963.334293970684,2333.514004033702,24.866666666666664,74.93053658536586,32.13196667944524,33.85,24.6391676603885,2163068.8,11.376161277540401,9568.279516259354,64810498077.463745,61.536234422639,6793263.8,92.76171684265134,54.80782083105746,84764.0,3468.655666666667,0.24942435765804408,2.6136123446076347,29.458933081681106,Moyen-Faible,Semi-urbain,Mixte-Fossile,Moyenne,2019-2023,Maximale (5 ans),OUI,41.33351588170865,Élevée,0.9567096942235664
